cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
c10idw_i,UNSATISFIABLE,66.54,1513.44,FAILED,FAILED,64.30,23.97,22.24,FAILED,30.59,34.40,36.26,FAILED,77.59,95.56,93.21,92.65,109.44,108.76,359.06,47.05,83.89,54.38,296.03,2342.61
c6288mul.miter.shuffled-as.sat03-346,UNSATISFIABLE,779.01,FAILED,FAILED,FAILED,482.81,4255.41,1695.33,FAILED,395.46,399.26,390.87,FAILED,FAILED,FAILED,3918.27,180.99,2642.41,2624.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
clauses-8.renamed-as.sat05-1964,SATISFIABLE,3514.00,3812.26,FAILED,FAILED,FAILED,799.93,4768.12,FAILED,169.52,162.93,162.41,FAILED,269.23,339.71,1705.56,713.67,1569.14,678.76,FAILED,291.58,1743.17,4815.91,4670.37,FAILED
comb1.shuffled,UNSATISFIABLE,1631.70,FAILED,FAILED,FAILED,418.78,FAILED,119.77,FAILED,37.73,62.08,82.96,FAILED,FAILED,FAILED,2690.44,37.72,2534.39,2533.81,FAILED,810.00,FAILED,FAILED,FAILED,FAILED
countbitsarray04_32,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
countbitsrotate032,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
countbitssrl064,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2709.79,3180.17,3077.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
countbitswegner128,UNSATISFIABLE,2183.49,FAILED,FAILED,FAILED,66.07,FAILED,4261.13,FAILED,1749.73,1902.90,1852.72,FAILED,FAILED,FAILED,FAILED,3073.64,4303.47,4786.31,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
cube-11-h14-sat,SATISFIABLE,2033.56,680.04,FAILED,FAILED,1831.70,525.97,356.55,FAILED,2437.42,3199.56,1344.88,FAILED,2693.87,4912.17,1196.11,1615.28,1539.80,1792.10,FAILED,1359.40,FAILED,FAILED,2997.13,1265.34
dated-10-17-u,UNSATISFIABLE,2056.39,FAILED,FAILED,FAILED,1311.41,2426.75,2991.42,FAILED,804.88,949.08,1100.16,FAILED,FAILED,3431.08,FAILED,2196.86,1279.00,2116.36,FAILED,FAILED,4055.81,FAILED,FAILED,FAILED
dated-5-11-u,UNSATISFIABLE,15.80,FAILED,FAILED,1155.53,27.45,28.62,27.19,FAILED,7.81,11.24,10.65,2881.64,17.80,25.57,34.40,47.36,45.74,45.78,52.40,52.87,30.42,80.27,141.83,2093.63
dated-5-13-u,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,1637.66,3673.10,FAILED,FAILED,1348.90,1136.30,1573.19,FAILED,FAILED,2205.28,1238.06,2178.54,1189.70,1272.93,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
dekker.used-as.sat04-989,UNSATISFIABLE,4.22,31.63,FAILED,488.29,24.30,7.98,3.19,FAILED,5.14,5.34,4.91,3299.91,5.46,5.42,6.78,16.89,22.72,20.37,1781.94,27.57,14.34,607.73,70.40,99.67
dme-03-1-k247-unsat.shuffled-as.sat03-407,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
dp04s04.shuffled,SATISFIABLE,0.05,0.01,0.08,0.02,0.02,0.08,0.03,0.04,0.01,0.01,0.01,0.01,0.11,0.06,0.02,0.03,0.03,0.01,0.15,0.01,0.07,0.04,0.03,0.02
dp04u03.shuffled,UNSATISFIABLE,0.03,0.03,0.03,0.01,0.02,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.08,0.05,0.01,0.02,0.01,0.01,0.41,0.01,0.03,0.03,0.02,0.01
dp10s10.shuffled,SATISFIABLE,0.52,1.12,FAILED,9.72,2.97,0.50,0.53,FAILED,0.49,0.52,0.53,145.92,0.24,0.71,0.31,8.26,8.71,8.52,0.91,0.10,0.30,0.33,24.33,2.96
driverlog1_ks99i.renamed-as.sat05-3951,SATISFIABLE,0.08,0.10,0.01,0.01,0.04,0.09,0.02,0.01,0.01,0.01,0.01,0.06,0.02,0.04,0.06,0.01,0.03,0.23,0.04,0.02,0.01,0.02,0.02,0.02
driverlog3_v01a.renamed-as.sat05-3963,SATISFIABLE,0.01,0.01,0.01,0.01,0.01,0.10,0.03,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.03,0.23,0.09,0.01,0.02,0.03,0.02,0.01
dspam_dump_vc949,UNSATISFIABLE,0.48,2073.28,FAILED,7.22,6.72,1.66,1.03,6.67,12.62,14.94,14.49,0.91,3.36,5.42,0.67,0.55,0.71,0.51,0.55,0.60,1.08,1.47,0.94,67.89
eq.atree.braun.11.unsat,UNSATISFIABLE,576.60,FAILED,219.66,FAILED,2514.38,1486.80,883.10,FAILED,843.41,1308.65,1305.07,FAILED,2169.91,3712.87,622.96,611.33,735.91,893.64,2063.74,FAILED,2519.81,FAILED,2111.35,FAILED
eq.atree.braun.12.unsat,UNSATISFIABLE,3778.02,FAILED,1045.68,FAILED,FAILED,FAILED,4369.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1549.50,3818.66,4231.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ferry5_ks99i.renamed-as.sat05-3994,SATISFIABLE,0.03,0.05,89.83,0.02,0.04,0.17,0.06,0.08,0.06,0.09,0.08,0.49,0.19,0.08,0.02,4.02,5.35,5.34,0.43,0.03,0.06,0.06,0.04,0.04
grid-strips-grid-y-3.035-NOTKNOWN,UNSATISFIABLE,455.38,683.69,FAILED,FAILED,521.55,317.40,219.78,FAILED,541.50,570.68,582.18,FAILED,564.80,437.76,659.49,788.49,1872.35,1104.18,1002.05,542.76,246.62,1033.02,929.14,4299.27
grid-strips-grid-y-4.025-NOTKNOWN,UNSATISFIABLE,18.44,11.69,FAILED,119.40,20.03,13.69,8.46,FAILED,17.75,24.47,22.16,551.51,15.99,20.80,17.51,556.37,791.29,493.28,38.89,20.69,26.06,46.63,24.92,66.52
gripper13u.shuffled-as.sat03-395,UNSATISFIABLE,1419.49,FAILED,FAILED,FAILED,FAILED,3637.39,FAILED,FAILED,3340.83,2305.45,1512.53,FAILED,FAILED,FAILED,FAILED,2142.08,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
gss-14-s100,SATISFIABLE,24.90,45.61,FAILED,5.89,37.84,9.47,18.72,FAILED,23.04,22.45,17.26,76.37,5.63,27.31,1.76,67.48,35.96,34.90,53.08,20.29,54.42,27.85,2.12,193.80
gss-16-s100,SATISFIABLE,119.55,198.96,FAILED,569.47,51.50,12.55,27.85,FAILED,75.57,26.74,37.02,521.06,46.53,31.08,34.05,175.59,261.80,271.07,187.31,9.57,54.11,289.92,140.82,1377.97
gss-19-s100,SATISFIABLE,840.34,1793.12,FAILED,FAILED,1232.78,220.23,1038.83,FAILED,531.68,629.05,91.02,FAILED,687.97,663.42,879.56,1181.48,227.62,308.64,1302.69,454.43,1334.82,624.67,1493.20,FAILED
gss-21-s100,SATISFIABLE,302.22,FAILED,FAILED,FAILED,FAILED,2953.96,1142.16,FAILED,1280.25,2389.72,1481.07,FAILED,609.16,1640.60,FAILED,FAILED,3750.70,FAILED,FAILED,FAILED,226.94,FAILED,FAILED,FAILED
gss-22-s100,SATISFIABLE,673.08,FAILED,FAILED,FAILED,2926.70,FAILED,FAILED,FAILED,4175.28,4837.27,2416.79,FAILED,FAILED,2272.70,3610.47,1640.63,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
gss-27-s100,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
gus-md5-11,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,2996.01,FAILED,FAILED,FAILED,4129.65,4898.64,4621.63,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2390.71,2124.42,2528.71,3303.77,2237.84,FAILED
gus-md5-12,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
hard-18-U-10652,UNSATISFIABLE,7.09,46.56,FAILED,261.06,23.80,5.01,7.98,2536.18,9.98,9.62,9.17,201.71,25.95,28.35,45.63,107.29,89.95,85.01,10.56,21.65,135.05,21.22,173.69,160.80
hard-25-U-7061,UNSATISFIABLE,2.84,1.63,FAILED,46.59,14.68,9.78,9.02,1352.88,1.34,0.89,0.88,29.26,2.69,4.92,3.00,3.18,3.52,3.25,3.45,3.11,6.89,8.61,8.78,11.27
hard-6-U-7061,UNSATISFIABLE,97.94,6.12,2454.85,23.64,15.97,9.42,8.69,255.08,5.75,5.52,5.74,32.84,9.93,15.83,8.78,35.60,44.86,40.28,6.13,4.64,21.94,9.94,10.67,15.20
homer14.shuffled,UNSATISFIABLE,594.00,FAILED,FAILED,105.96,343.35,245.86,612.59,FAILED,146.38,217.40,235.91,821.88,0.01,0.01,106.21,332.00,122.64,121.91,184.90,2759.72,1304.17,FAILED,160.70,161.66
homer16.shuffled,UNSATISFIABLE,875.70,FAILED,FAILED,18.07,2191.71,2399.75,4916.49,FAILED,1070.23,1380.37,1029.15,274.43,0.09,0.01,466.43,891.59,492.14,570.58,280.42,4533.72,FAILED,FAILED,841.14,23.69
homer17.shuffled,UNSATISFIABLE,FAILED,FAILED,FAILED,99.74,2201.39,3593.07,FAILED,FAILED,3613.80,FAILED,4592.95,736.23,0.02,0.01,690.07,2946.86,827.49,824.64,724.66,FAILED,FAILED,FAILED,1453.70,85.29
hsat_vc12062,UNSATISFIABLE,0.64,1431.48,FAILED,5.81,6.63,2.38,2.20,FAILED,1.08,1.04,1.59,38.54,3.09,3.33,0.74,0.69,0.71,0.77,0.57,0.60,1.29,2.60,2.68,995.72
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin,UNSATISFIABLE,2.77,1.21,FAILED,0.67,1.79,1.12,1.34,44.34,0.70,0.72,0.83,3.17,2.18,2.79,1.87,4.51,5.63,5.15,0.86,0.79,1.54,1.42,1.17,1.16
hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin,UNSATISFIABLE,53.79,FAILED,FAILED,FAILED,141.01,58.36,51.58,FAILED,23.91,28.72,26.51,FAILED,83.08,108.70,129.71,60.25,96.81,82.87,4775.11,123.08,191.50,219.82,2337.27,FAILED
hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin,UNSATISFIABLE,1584.26,FAILED,FAILED,FAILED,1506.18,2430.08,1583.85,FAILED,561.51,767.52,774.95,FAILED,FAILED,2018.95,3733.49,621.05,2999.94,3073.95,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin,UNSATISFIABLE,383.30,FAILED,FAILED,FAILED,403.88,223.68,204.96,FAILED,172.84,155.76,157.85,FAILED,296.99,233.15,2801.92,222.07,717.95,713.05,FAILED,1019.91,425.46,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,820.84,600.89,565.42,FAILED,FAILED,FAILED,FAILED,1542.00,4340.43,4814.99,FAILED,FAILED,1304.79,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin,UNSATISFIABLE,17.62,15.23,FAILED,45.47,5.74,3.66,3.63,4032.63,7.04,7.72,7.93,20.04,10.26,12.20,5.77,13.61,15.06,15.28,11.65,3.60,4.55,4.43,3.33,29.03
hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin,UNSATISFIABLE,15.11,61.58,FAILED,69.59,25.45,7.38,5.95,FAILED,13.70,19.24,18.87,357.09,18.77,14.06,9.37,16.32,18.91,17.71,7.87,7.22,12.51,19.54,9.75,149.63
hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin,UNSATISFIABLE,10.49,27.53,FAILED,263.39,16.38,4.57,3.90,FAILED,12.74,14.36,14.51,2051.10,20.37,15.43,15.48,24.73,30.66,23.80,10.40,4.83,8.33,7.93,6.50,77.43
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin,UNSATISFIABLE,26.23,FAILED,FAILED,FAILED,75.53,21.15,18.13,FAILED,43.86,28.15,32.78,FAILED,47.96,69.41,42.70,45.57,49.53,53.92,2173.20,81.15,134.85,288.86,671.12,FAILED
hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin,UNSATISFIABLE,2644.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4069.06,FAILED,FAILED,FAILED,FAILED,2593.22,FAILED,1464.29,3673.85,4372.30,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin,UNSATISFIABLE,150.48,FAILED,FAILED,FAILED,498.31,255.14,313.86,FAILED,153.75,178.21,153.08,FAILED,279.05,281.08,2592.44,123.31,453.02,331.75,FAILED,3621.27,758.78,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin,UNSATISFIABLE,3.40,0.85,FAILED,1.20,2.49,2.33,1.90,95.78,0.90,1.09,1.14,4.85,2.44,3.10,1.76,8.29,8.60,9.72,1.27,1.15,1.91,1.69,1.59,2.56
hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin,UNSATISFIABLE,3.65,0.96,FAILED,1.18,2.21,1.56,1.29,113.21,0.98,1.13,1.27,6.37,2.20,2.93,1.82,7.68,7.08,9.31,1.19,1.02,2.16,1.48,1.22,2.83
hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin,UNSATISFIABLE,17.48,2281.43,FAILED,FAILED,18.45,4.63,5.63,FAILED,8.69,10.88,13.87,FAILED,22.76,34.80,15.04,20.37,23.34,23.11,8.94,5.34,18.41,9.03,5.87,1002.72
hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,2324.95,1756.54,FAILED,2746.01,4092.35,3871.38,FAILED,FAILED,FAILED,4282.83,1500.79,2818.17,2854.98,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin,UNSATISFIABLE,0.15,0.12,FAILED,0.18,0.94,0.98,1.06,32.08,0.18,0.19,0.24,0.28,1.45,1.93,0.80,0.72,0.78,0.85,4.28,0.79,0.22,1.07,1.10,0.24
hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin,UNSATISFIABLE,435.21,FAILED,FAILED,FAILED,760.41,499.70,467.48,FAILED,350.54,489.73,458.17,FAILED,476.05,702.89,3353.81,537.13,2749.86,2778.65,FAILED,3637.08,1352.15,FAILED,FAILED,FAILED
hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin,UNSATISFIABLE,14.21,24.53,FAILED,63.18,11.46,4.19,3.42,FAILED,12.15,15.44,16.41,181.92,12.37,12.67,6.69,17.43,19.05,18.43,4.54,3.18,6.34,6.05,4.22,111.55
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin,UNSATISFIABLE,29.17,FAILED,FAILED,FAILED,71.14,25.33,21.44,FAILED,23.81,25.41,21.39,FAILED,41.72,90.39,44.62,46.40,51.70,55.42,359.00,42.93,110.37,462.15,1931.13,3891.97
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin,UNSATISFIABLE,25.83,1870.43,FAILED,FAILED,34.48,4.00,5.32,FAILED,12.24,14.67,11.05,FAILED,33.21,32.56,33.71,32.46,35.29,31.68,22.68,4.88,10.59,9.59,23.55,1409.69
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin,UNSATISFIABLE,3354.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4432.43,1527.89,3158.29,FAILED,FAILED,FAILED,FAILED,885.27,3410.47,4135.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ibm-2002-21r-k95,SATISFIABLE,12.11,FAILED,FAILED,918.90,48.36,14.86,18.60,FAILED,11.42,13.47,13.15,2927.28,40.49,55.99,17.10,32.21,37.97,28.99,90.92,12.53,12.41,33.17,183.00,FAILED
ibm-2002-30r-k85,SATISFIABLE,1082.24,FAILED,FAILED,FAILED,59.13,489.65,578.52,FAILED,28.30,749.74,743.80,FAILED,856.87,1999.10,1089.67,300.70,248.35,831.38,FAILED,47.76,260.22,956.34,FAILED,FAILED
ibm-2004-01-k90,SATISFIABLE,26.00,FAILED,FAILED,FAILED,19.20,17.97,11.62,FAILED,15.69,12.81,11.64,FAILED,28.87,55.27,11.38,36.01,35.67,30.84,19.84,22.72,15.61,48.24,33.17,FAILED
ibm-2004-23-k100,SATISFIABLE,300.54,FAILED,FAILED,FAILED,967.43,173.67,207.99,FAILED,59.87,205.30,200.89,FAILED,323.67,118.86,117.91,75.56,146.04,101.99,1107.31,100.38,189.08,471.83,3178.72,FAILED
k2fix_gr_rcs_w8.shuffled,UNSATISFIABLE,23.75,FAILED,FAILED,FAILED,FAILED,3270.45,FAILED,FAILED,1.96,2.46,3.14,FAILED,9.52,31.27,5.77,FAILED,20.54,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
k2fix_gr_rcs_w9.shuffled,UNSATISFIABLE,53.89,FAILED,FAILED,64.70,151.25,550.68,30.96,FAILED,12.63,11.84,11.81,FAILED,68.96,309.46,64.59,51.45,93.78,47.40,148.15,139.17,168.41,71.48,107.56,FAILED
k2mul.miter.shuffled-as.sat03-355,UNSATISFIABLE,1606.68,FAILED,FAILED,FAILED,1878.59,1500.80,1163.45,FAILED,592.03,832.18,809.96,FAILED,2596.04,4680.29,1580.01,1172.03,1334.78,1415.98,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
korf-15,UNSATISFIABLE,7.16,83.15,FAILED,16.00,9.39,32.50,25.73,FAILED,45.21,11.52,8.35,1078.37,98.55,94.23,39.93,17.83,19.24,18.12,51.63,26.74,16.50,76.29,114.36,55.90
korf-17,UNSATISFIABLE,533.61,1783.46,FAILED,FAILED,997.03,1327.00,925.00,FAILED,616.35,296.12,334.53,FAILED,956.52,1446.18,159.71,180.41,102.19,110.13,922.45,540.94,1064.85,3603.71,1524.11,FAILED
korf-18,UNSATISFIABLE,399.63,FAILED,FAILED,FAILED,1173.11,FAILED,FAILED,FAILED,FAILED,557.18,560.05,FAILED,1913.98,FAILED,FAILED,308.05,232.94,182.56,FAILED,FAILED,4805.77,FAILED,FAILED,3328.09
li-exam-61.shuffled-as.sat03-366,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
li-test4-100.shuffled-as.sat03-370,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
manol-pipe-c10nidw,UNSATISFIABLE,406.33,FAILED,FAILED,FAILED,667.16,141.56,127.78,FAILED,218.86,186.38,196.70,FAILED,385.18,415.93,1269.87,481.77,836.54,843.06,FAILED,396.44,532.57,597.94,FAILED,FAILED
manol-pipe-c6bidw_i,UNSATISFIABLE,28.68,1979.47,FAILED,FAILED,42.36,14.30,13.47,FAILED,23.10,30.08,27.36,FAILED,52.36,64.71,62.11,54.77,71.46,66.28,38.90,27.25,35.63,29.83,41.44,3152.00
manol-pipe-f7idw,UNSATISFIABLE,54.87,270.92,FAILED,4802.41,50.45,25.20,20.44,FAILED,26.94,29.91,29.38,FAILED,68.99,74.12,189.65,67.93,97.50,124.68,4432.11,2811.66,32.53,FAILED,2424.96,459.22
manol-pipe-f7nidw,UNSATISFIABLE,63.54,482.42,FAILED,FAILED,89.27,47.14,30.33,FAILED,42.25,40.68,42.11,FAILED,72.80,84.96,83.77,81.29,149.54,156.64,1352.87,2799.01,35.95,4435.46,3909.29,1679.86
maxor128,UNSATISFIABLE,3184.22,FAILED,FAILED,FAILED,4944.36,FAILED,FAILED,FAILED,3722.89,FAILED,4712.65,FAILED,4453.52,3158.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3235.13,FAILED,FAILED,FAILED
maxxor032,UNSATISFIABLE,174.05,FAILED,FAILED,FAILED,427.58,550.49,141.10,FAILED,64.71,43.71,45.61,FAILED,332.08,185.93,2535.05,66.70,391.32,351.17,FAILED,1505.55,110.15,FAILED,FAILED,FAILED
maxxor064,UNSATISFIABLE,1126.02,FAILED,FAILED,FAILED,FAILED,FAILED,2566.67,FAILED,642.02,482.18,532.01,FAILED,FAILED,FAILED,FAILED,1387.59,3790.36,4350.36,FAILED,FAILED,2480.53,FAILED,FAILED,FAILED
maxxor128,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
maxxororand064,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1518.82,1434.33,1697.20,FAILED,FAILED,FAILED,FAILED,1823.30,3560.68,3756.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
md5_48_3,SATISFIABLE,490.99,FAILED,FAILED,170.69,675.73,628.57,352.13,FAILED,423.32,537.89,283.41,FAILED,40.14,190.36,135.04,1294.96,461.79,113.86,633.47,84.89,292.67,398.96,743.95,FAILED
minandmaxor016,UNSATISFIABLE,1.21,0.47,FAILED,1.45,0.51,0.38,0.40,631.81,0.71,1.13,1.05,1.93,2.19,1.68,0.37,6.88,7.37,6.49,0.54,0.26,0.44,0.57,0.51,1.11
minandmaxor128,UNSATISFIABLE,1177.13,FAILED,FAILED,FAILED,3606.03,3271.36,2782.10,FAILED,1425.50,1850.69,1877.10,FAILED,2888.93,1876.94,FAILED,3675.08,3790.06,3910.83,FAILED,FAILED,3639.05,FAILED,FAILED,FAILED
minxorminand128,UNSATISFIABLE,1547.66,FAILED,FAILED,FAILED,4077.54,FAILED,FAILED,FAILED,1153.49,1150.32,1124.49,FAILED,FAILED,FAILED,4477.19,987.59,2954.43,2762.44,FAILED,2472.97,2891.24,4157.82,FAILED,FAILED
mizh-sha0-36-2,SATISFIABLE,FAILED,3921.42,FAILED,FAILED,181.67,2995.42,161.94,FAILED,118.23,237.15,230.47,FAILED,1680.69,405.78,FAILED,60.61,FAILED,388.30,2674.35,1968.28,FAILED,53.73,879.69,FAILED
mizh-sha0-36-4,SATISFIABLE,76.80,FAILED,FAILED,4461.25,91.29,1164.96,399.15,FAILED,1337.40,407.55,65.46,FAILED,116.54,FAILED,442.59,FAILED,3129.51,FAILED,731.77,833.25,FAILED,26.36,1998.52,FAILED
mulhs016,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
myciel6-tr.used-as.sat04-320,UNSATISFIABLE,FAILED,FAILED,66.57,FAILED,FAILED,FAILED,FAILED,FAILED,939.99,1119.88,1102.99,FAILED,FAILED,FAILED,482.26,943.99,536.98,542.65,3924.09,FAILED,FAILED,FAILED,FAILED,FAILED
ndhf_xits_19_UNKNOWN,SATISFIABLE,19.59,FAILED,FAILED,FAILED,FAILED,FAILED,666.17,FAILED,13.51,153.30,48.74,FAILED,1.43,156.71,1113.60,418.91,2617.97,217.20,FAILED,2500.61,1999.07,FAILED,FAILED,20.86
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4067.95,3769.34,4810.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4548.75,4337.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT,SATISFIABLE,18.97,184.80,FAILED,FAILED,253.14,284.93,16.47,FAILED,302.13,124.72,21.24,460.61,22.73,33.32,14.56,446.36,262.75,418.97,16.82,10.02,377.64,189.49,FAILED,2036.53
